Title,Subject,Author
Jamari's drum,"Livres d'images pour enfants,Drum,Picture books,Tambour,Juvenile fiction,Villages,Responsabilité,Responsibility,Romans, nouvelles, etc. pour la jeunesse,Picture books for children,Fiction,Accessible book,Protected DAISY","[{'key': '/authors/OL3330602A', 'name': 'Eboni Bynum'}]"
Vehicles,"Vehicles,Juvenile literature,Board books,Pictorial works,Vehicles, juvenile literature,Picture books,Toy and movable books,Accessible book,Protected DAISY","[{'key': '/authors/OL7406632A', 'name': 'Armadillo (Firm)'}]"
"Happy Easter, Davy!","Rabbits,Brothers and sisters,Grandparents,Juvenile fiction,Easter,Pictorial works,Fiction,Children's fiction,Easter, fiction,Picture books,Accessible book,Protected DAISY","[{'key': '/authors/OL19818A', 'name': 'Brigitte Weninger'}]"
Raf,"Stuffed animals (Toys),Juvenile fiction,Loneliness,Picture books,Fiction,Children's fiction,Toys, fiction,Accessible book,Protected DAISY","[{'key': '/authors/OL385846A', 'name': 'Anke de Vries'}]"
Who Would Win? Tarantula vs. Scorpion,"Scorpions,Scorpions, juvenile literature,Spiders,Spiders, juvenile literature,Tarantulas,Juvenile literature,Comparative Anatomy,Picture books,Accessible book,Protected DAISY","[{'key': '/authors/OL234563A', 'name': 'Jerry Pallotta'}]"
Batman's guide to being cool,"Lego Batman movie (Motion picture),Batman (Fictitious character.),Comic books, strips, etc..,Picture books,LEGO toys,Juvenile fiction,Joker (Fictitious character.),JUVENILE FICTION / Media Tie-In,Fiction,Fiction for children,Superheroes,Toys,JUVENILE FICTION / Toys, Dolls & Puppets,Cartoons and comics,LEGO Batman movie (Motion picture),JUVENILE FICTION / Comics & Graphic Novels,Children's fiction,Batman (fictitious character), fiction,Accessible book,Protected DAISY","[{'key': '/authors/OL1400938A', 'name': 'Howard Dewin'}]"
Cub and duck,"Reading,Phonetic method,Picture books,Bears,Juvenile fiction,English language,Ducks,Bear cubs,Fiction,Phonetics,Accessible book,Protected DAISY","[{'key': '/authors/OL1484586A', 'name': 'Nora Gaydos'}]"
"Ready, teddy, go!","Teddy bears,Stories in rhyme,Children's stories,Juvenile fiction,Automobile racing,Pictorial works,Children's fiction,Picture books,Accessible book,Protected DAISY","[{'key': '/authors/OL862615A', 'name': 'Michael Davidson'}]"
Me and You,"Individuality,Rabbits,Juvenile fiction,Fiction,Pigs,Swine,Self-acceptance,Friendship,Identity,Children's fiction,Humorous stories,Friendship, fiction,Picture books","[{'key': '/authors/OL2660566A', 'name': 'Genevieve Cote'}]"
The best pet ever,"Imagination,Picture books,Pets,Juvenile fiction,Picture books for children,Fiction,Children's fiction,Pets, fiction,Imagination, fiction,Toy and movable books,Accessible book,Protected DAISY","[{'key': '/authors/OL6279699A', 'name': 'Victoria Roberts'}]"
Anybody home?,"Juvenile fiction,Animals,Habitat (Ecology),Play,Picture books,Home,Fiction,Children's fiction,Animals, fiction,Home, fiction,Play, fiction,Accessible book,Protected DAISY","[{'key': '/authors/OL1396800A', 'name': 'Laura F. Marsh'}]"
The Sparkle Box,"Conduct of life,picture books,Christian life,Fiction,Gifts,juvenile literature,Christmas,Charity,Children's fiction,Christmas, fiction,Gifts, fiction,Conduct of life, fiction,Christian life, fiction","[{'key': '/authors/OL7106653A', 'name': 'Jill Hardie'}]"
Carrots don't talk!,"Fantasy,Juvenile fiction,Picture books,Boys,African Americans,Fiction,Accessible book,Protected DAISY","[{'key': '/authors/OL3605723A', 'name': 'Kathryn E. Lewis'}]"
I like old clothes,"Stories in rhyme,Clothing and dress,Children's stories,Juvenile fiction,Pictorial works,Fiction,Picture books,Picture books for children,Children's fiction,Clothing and dress, fiction,Accessible book,Protected DAISY","[{'key': '/authors/OL24563A', 'name': 'Mary Ann Hoberman'}]"
This is the rain,"Rain and rainfall,Juvenile fiction,Hydrologic cycle,Fiction,Water,Stories in rhyme,Picture books,Rain and rainfall, fiction,Accessible book,Protected DAISY","[{'key': '/authors/OL19903A', 'name': 'Lola M. Schaefer'}]"
"Two shoes, new shoes","Stories in rhyme,Clothing and dress,Fiction,Picture books,Picture books for children","[{'key': '/authors/OL28522A', 'name': 'Shirley Hughes'}]"
It's George!,"Fiction,Medical emergencies,Schools,Juvenile fiction,Children's fiction,Schools, fiction,Medicine, fiction,Picture books for children,Picture books,Accessible book,Protected DAISY","[{'key': '/authors/OL28726A', 'name': 'Cohen, Miriam.'}, {'key': '/authors/OL4773738A', 'name': 'Miriam Cohen'}]"
What mummies do best,"Juvenile fiction,Pictorial works,Picture books for children,Fathers,Mothers,picture books,families,parents","[{'key': '/authors/OL2629701A', 'name': 'Laura Joffe Numeroff'}]"
Puss in Boots,"Fairy tales,Folklore,Folklore--France,Picture books,Accessible book,Protected DAISY","[{'key': '/authors/OL1239973A', 'name': 'M. Eulalia Valeri'}]"
Whoosh!,"Fiction,Winds,Teachers,Tall tales,Teachers in fiction,Winds in fiction,Picture books,Children's fiction,Winds, fiction,Teachers, fiction,Accessible book,Protected DAISY","[{'key': '/authors/OL31050A', 'name': 'Sally Derby'}]"
Plant Stems & Roots,"Stems (Botany),Juvenile literature,Roots (Botany),Picture books,Plants,Accessible book,Protected DAISY","[{'key': '/authors/OL21942A', 'name': 'David M. Schwartz'}]"
Frankenstink!: Garbage Gone Bad,"Children's fiction,Recycling (waste, etc.), fiction,Monsters, fiction,Picture books,Litter (Trash),Juvenile fiction,Picture books for children,Monsters,Recycling (Waste, etc.),Fiction,Accessible book,Protected DAISY","[{'key': '/authors/OL2895502A', 'name': 'Ron Lightburn'}]"
Mokomaki,"Juvenile fiction,Counting,Animals,Infancy,Children's fiction,Counting books,Picture books","[{'key': '/authors/OL7506206A', 'name': 'Satu Kontinen'}]"
Harold's Imagination: 3 Adventures with the Purple Crayon,"Children's fiction,Harold (fictitious character : johnson), fiction,Picture books","[{'key': '/authors/OL595277A', 'name': 'Crockett Johnson'}]"
Jack and the Beanstalk: A Book of Nursery Stories,"Children's fiction,Fairy tales,Picture books,Children's stories, English,Folklore,Accessible book,Protected DAISY","[{'key': '/authors/OL7508247A', 'name': 'Kathleen (edit). Lines'}]"
The story of the three bears,"Fairy tales,Picture books","[{'key': '/authors/OL113375A', 'name': 'L. Leslie Brooke'}]"
"Wookiee Pies, Clone Scones, and Other Galactic Goodies: The Star Wars Cookbook","Cooking,Cooking, juvenile literature,Desserts,Motion pictures,Motion pictures, juvenile literature,Picture books,Star wars (Motion picture),Star Wars films,Star Wars figures,Miscellanea,Juvenile literature,Pictorial works","[{'key': '/authors/OL2833035A', 'name': 'Robin Davis'}, {'key': '/authors/OL7502056A', 'name': 'Lara Starr'}]"
This Morning Sam Went to Mars: A book about paying attention,"Imagination,Juvenile fiction,Attention,Imagination in children,Fiction,Children's fiction,Picture books","[{'key': '/authors/OL1425500A', 'name': 'Nancy Carlson'}]"
Will You Come Back for Me? (An Albert Whitman Prairie Book),"Children's fiction,Picture books,Accessible book,Protected DAISY","[{'key': '/authors/OL233735A', 'name': 'Ann Tompert'}]"
Peep Bo Puppy,"Children's fiction,Dogs, fiction,Picture books","[{'key': '/authors/OL234168A', 'name': 'Helen Piers'}]"
Peep Bo Rabbit,"Children's fiction,Rabbits, fiction,Picture books","[{'key': '/authors/OL234168A', 'name': 'Helen Piers'}]"
Jingle bells,"Musical books,Toy and movable books,Texts,Children's songs,Christmas music,Specimens,Songs,Picture books,Picture books for children","[{'key': '/authors/OL3795520A', 'name': 'Rachel Conner'}]"
Dog's 123: A Canine Counting Adventure!,"Children's fiction,Adventure and adventurers, fiction,Toy and movable books,Picture books","[{'key': '/authors/OL5592701A', 'name': 'Emma Dodd'}]"
The Game of Shadows,"Shades and shadows,Juvenile fiction,Games,Shadow shows,Board books,Toy and movable books,Games, juvenile literature,Picture books,Shadows,Shades and shadows, juvenile literature","[{'key': '/authors/OL3892096A', 'name': 'Hervé Tullet'}]"
Magnus,"Juvenile fiction,Dogs,Children's fiction,Picture books,Accessible book,Protected DAISY","[{'key': '/authors/OL2821975A', 'name': 'Victoria Tebbs'}]"
Genie in the Bottle,"Genies,Fishers,Juvenile fiction,Jinn,Pictorial works,Fiction,Children's fiction,Picture books,Fishers, fiction,Accessible book,Protected DAISY","[{'key': '/authors/OL7506436A', 'name': 'Sara Rojo Rosie Dickins'}]"
Vile: A Cautionary Tale for Little Monsters,"Etiquette,Juvenile fiction,Fiction,Stories in rhyme,Courtesy,Behavior,Schools,Monsters,Pictorial works,Children's fiction,Monsters, fiction,Courtesy, fiction,Conduct of life, fiction,Behavior, fiction,Picture books,Accessible book,Protected DAISY","[{'key': '/authors/OL2849952A', 'name': 'Mark Robinson'}]"
Rapunzel and the Billy Goats (Tadpoles: Fairytale Jumbles),"Children's fiction,Picture books,Fairy tales,Stories in rhyme,Readers","[{'key': '/authors/OL5195316A', 'name': 'Hilary Robinson'}]"
Stay!,"Juvenile fiction,Training,Dogs,Children's fiction,Picture books,Accessible book,Protected DAISY","[{'key': '/authors/OL6860326A', 'name': 'Alex Latimer'}]"
Shrek the Third I Can Find It Royal Edition,"Children's fiction,Picture books,Adventure and adventurers, fiction","[{'key': '/authors/OL2704362A', 'name': 'Dreamworks'}]"
Michael Hague's world of unicorns,"Unicorns,Toy and movable books,Juvenile literature,Specimens,Picture books for children,Picture books","[{'key': '/authors/OL231877A', 'name': 'Michael Hague'}]"
Goodnight Bob,"Juvenile fiction,Fiction,Picture books,Bedtime,Humorous Stories,JUVENILE FICTION,Bedtime & Dreams,Monsters,Children's fiction,Bedtime, fiction,Accessible book,Protected DAISY","[{'key': '/authors/OL2733817A', 'name': 'Ann Hassett'}]"
Two nests,"Divorce,Birds,Fiction,Homes,Broken homes - Juvenile fiction,Families,Broken homes - Juvenile literature,Juvenile fiction,Stories in rhyme,Family separation - Juvenile fiction,Family separation - Juvenile literature,Broken homes,Pictorial works,Children's fiction,Picture books,Divorce, fiction,Accessible book,Protected DAISY","[{'key': '/authors/OL26890A', 'name': 'Laurence Anholt'}]"
Froggy gets a doggy,"Training,Picture books,Frogs,Juvenile fiction,Dogs,Dog adoption,Fiction,Children's fiction,Frogs, fiction,Dogs, fiction,Scholarships,Directories,Accessible book,Protected DAISY","[{'key': '/authors/OL19943A', 'name': 'Jonathan London'}]"
Santa is coming to California,"Santa Claus,Picture books,Juvenile fiction,Christmas,Christmas stories,Fiction","[{'key': '/authors/OL2802205A', 'name': 'Steve Smallman'}]"
"Read Me a Story, Stella (Stella and Sam)","Fiction,Stella (Fictitious character : Gay),Reading,Juvenile fiction,Brothers and sisters,Children's fiction,Brothers and sisters, fiction,Picture books,Accessible book,Protected DAISY","[{'key': '/authors/OL81297A', 'name': 'Marie-Louise Gay'}]"
Dinosaurios,"Dinosaurios,Animales extintos,Spanish language materials,Extinct animals,Pictorial works,Prehistoric animals,Libros de láminas,Juvenile literature,Literatura juvenil,Dinosaurs,Dinosaurs, juvenile literature,Extinct animals, juvenile literature,Picture books","[{'key': '/authors/OL216867A', 'name': 'Woodward, John'}]"
Rainbow fun,"Color,Juvenile fiction,Board books,Dogs,Color, juvenile literature,Toy and movable books,Picture books,Accessible book,Protected DAISY","[{'key': '/authors/OL5592701A', 'name': 'Emma Dodd'}]"
Shapes,"Shapes,Juvenile fiction,Dogs,Children's fiction,Picture books,Toy and movable books,Size and shape, fiction","[{'key': '/authors/OL5592701A', 'name': 'Emma Dodd'}]"
"Goodnight, Little Bot","Stories in rhyme,Fiction,Bedtime,Robots,Missing persons,Atlantis (Legendary place),Children's fiction,Picture books","[{'key': '/authors/OL1428262A', 'name': 'Karen Kaufman Orloff'}]"
Pablo Picasso,"Juvenile literature,Picture books,Picasso, pablo, 1881-1973,Picasso, pablo, 1881-1973, juvenile literature,Toy and movable books,Specimens","[{'key': '/authors/OL3215304A', 'name': 'Patricia Geis'}]"
The glassmaker's daughter,"Fathers and daughters,Glass blowing and working,Fiction,Happiness,Mirrors,Children's fiction,Venice (italy), fiction,Picture books","[{'key': '/authors/OL402082A', 'name': 'Dianne Hofmeyr'}]"
Hearts,"Heart,Lost and found possessions,Lost articles,Graphic novels,Comic books, strips,Fiction,Children's fiction,Picture books,Loss (Psychology),Foxes,Accessible book,Protected DAISY","[{'key': '/authors/OL7483404A', 'name': 'Thereza Rowe'}]"
Step by step,"Animal tracks,Infancy,Animals,Juvenile literature,Locomotion,Animals, infancy,Animals, infancy, juvenile literature,Animal locomotion, juvenile literature,Picture books","[{'key': '/authors/OL19196A', 'name': 'Loreen Leedy'}]"
Moby-Dick,"Seafaring life,Juvenile literature,Board books,Vocabulary,Ocean,Children's fiction,Toy and movable books,Authors, fiction,Picture books,Juvenile fiction,Sea stories,Accessible book,Protected DAISY","[{'key': '/authors/OL7092750A', 'name': 'Jennifer Adams'}]"
Thousand star hotel,"Fishes,Juvenile fiction,Wishes,Families,Muskrat,Children's fiction,Picture books","[{'key': '/authors/OL7520944A', 'name': 'Okee Dokee Brothers'}]"
Jack and the beanstalk and the french fries,"Giants,Beans,Juvenile fiction,Magic,Picture books,Children's fiction,Magic, fiction,Giants, fiction,Humorous stories","[{'key': '/authors/OL239541A', 'name': 'Mark Teague'}]"
Last to finish,"Learning disabilities,Cognitive styles,Math anxiety,Mathematical ability,Self-esteem,Fiction,Children's fiction,Picture books","[{'key': '/authors/OL3946544A', 'name': 'Barbara Esham'}]"
Walking in the city with Jane,"Women political activists,Urban renewal,Urban ecology (Sociology),Cities and towns,City planners,City planning,Juvenile literature,History,Children's fiction,Picture books","[{'key': '/authors/OL674142A', 'name': 'Susan Hughes'}]"
"If you're so smart, how come you can't spell Mississippi?","Learning disabilities,Cognitive styles,Anxiety,Dyslexia,Spelling ability,Self-esteem,Fiction,Children's fiction,Picture books","[{'key': '/authors/OL3946544A', 'name': 'Barbara Esham'}]"
The Water Dragon,"Boys,Juvenile literature,Legends,Folklore,Dragons,Children's fiction,Picture books,Short stories,Dragons, fiction","[{'key': '/authors/OL7519563A', 'name': 'Li, Jian (Art teacher)'}]"
The Life of Celia =,"Cantantes,Spanish language materials,Biography,Bilingual,Singers,Juvenile literature,Literatura juvenil,Biografía,Singers, juvenile literature,Latin america,Latin america, juvenile literature,Toy and movable books,Picture books","[{'key': '/authors/OL7523830A', 'name': 'Patty Rodríguez'}]"
Look! look! look!,"Toy and movable books,Specimens,Visual perception,Picture books,Visual perception, juvenile literature,Perception,Picture books for children","[{'key': '/authors/OL238088A', 'name': 'Tana Hoban'}]"
26 Letters and 99 Cents (Mulberry Books),"Counting,Picture books,Alphabet,Coins,Juvenile literature,English language,Counting books,Alphabet books,Counting, juvenile literature,English language, alphabet, juvenile literature","[{'key': '/authors/OL238088A', 'name': 'Tana Hoban'}]"
"Dots, spots, speckles, and stripes","Form perception,Shape,Juvenile literature,Form perception, juvenile literature,Size and shape,Picture books for children,Picture books,Accessible book,Protected DAISY","[{'key': '/authors/OL238088A', 'name': 'Tana Hoban'}]"
Picture Book,"Picture books for children,Picture books","[{'key': '/authors/OL238088A', 'name': 'Tana Hoban'}]"
What is it?,"Picture books,Picture books for children,Accessible book,Protected DAISY","[{'key': '/authors/OL238088A', 'name': 'Tana Hoban'}]"
Wash on!,"Color,Juvenile fiction,Baths,Children's fiction,Picture books","[{'key': '/authors/OL5470893A', 'name': 'Michèle Marineau'}]"
Help find Frank,"Juvenile fiction,Pets,Picture puzzles,Behavior,Dogs,Children's fiction,Dogs, fiction,Pets, fiction,Picture books","[{'key': '/authors/OL7536499A', 'name': 'Anne Bollman'}]"
Roger is going fishing,"Fishing stories,Fishing,Friendship,Juvenile fiction,Fiction,Children's fiction,Picture books,Fishing, fiction","[{'key': '/authors/OL7525662A', 'name': 'Koen Van Biesen'}]"
"Max-Geschichten, die stark machen","Kindergarten,Kindergarden,Self-confidence,Picture books,Fiction","[{'key': '/authors/OL6592024A', 'name': 'Christian Tielmann'}]"
Fast wie Freunde,Picture books,"[{'key': '/authors/OL7532974A', 'name': 'Mirjam Zels'}]"
